Marker;MedianMs;MeanMs;LowerQuartileMs;UpperQuartileMs;MaxMs;Count;CountPerFrame;PresentFrames;SelectedFrames
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Movement.Intents::MoveIntent.get_OrdinaryKinematicMoveTicks()";0.0004;0.000433;0.0004;0.0004;0.0005;24;1.5;3;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Movement.Intents::MoveIntent.get_MoveCooldownTicks()";0.0004;0.0004;0.0003;0.0004;0.0005;12;0.75;3;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EntityLogicSet.get_FrontFaceSupportLogics()";0.0004;0.000347;0.0003;0.0004;0.0005;113;7.0625;15;16
"Game.Feature.Gameplay.dll!::<>c__DisplayClass181_0..ctor()";0.0004;0.000413;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PlanPhaseResult.get_EnemyAiPhaseResult()";0.0004;0.00042;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PlanPhaseResult.get_PostEnemyAiSnapshot()";0.0004;0.000367;0.0003;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PlanPhaseResult.get_NextContestId()";0.0004;0.000407;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PlanPhaseResult.get_RejectedReasons()";0.0004;0.00038;0.0003;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PreMovementStatePhaseResult.get_RejectedReasons()";0.0004;0.000367;0.0003;0.0005;0.0006;113;7.0625;15;16
"mscorlib.dll!System::ValueTuple`4..ctor()";0.0004;0.00038;0.0003;0.0004;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::EnemyAiPhaseResult.get_BeforeAttackTransitions()";0.0004;0.000353;0.0002;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::EnemyActionPhaseResult.get_BeforeAttackCollectionTransitions()";0.0004;0.000373;0.0002;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PlanPhaseResult.get_OrderedPhaseRelocationActionPlanIds()";0.0004;0.00036;0.0002;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PlanPhaseResult.get_PhaseRelocationActionPlanPayloads()";0.0004;0.000393;0.0002;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TileEffectResolutionContext.get_ActivationOccupantFacts()";0.0004;0.000447;0.0004;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::EnemyActionPhaseResult.get_AfterAttackTransitions()";0.0004;0.00042;0.0003;0.0006;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::EnemyAiPhaseResult.get_AfterAttackTransitions()";0.0004;0.000427;0.0003;0.0005;0.0008;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PlanPhaseResult.get_RawIntents()";0.0004;0.000367;0.0002;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PlanPhaseResult.get_SortedIntents()";0.0004;0.000393;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PlanPhaseResult.get_FrontFaceShieldSourceExports()";0.0004;0.000513;0.0002;0.0005;0.0025;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PlanPhaseResult.get_FrontFaceShieldBlockExports()";0.0004;0.000393;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PlanPhaseResult.get_BarricadeBlockFacts()";0.0004;0.000367;0.0003;0.0004;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PlanPhaseResult.get_MovementDebugEvents()";0.0004;0.000347;0.0002;0.0004;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PlanPhaseResult.get_GravityFieldPresentationEvents()";0.0004;0.000407;0.0003;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PlanPhaseResult.get_GravityFieldLockedTargetFacts()";0.0004;0.000407;0.0002;0.0006;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::RespawnPhaseResult.get_TopologyResetRequest()";0.0004;0.00038;0.0002;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::ResolvePhaseResult.get_MovementPhaseResult()";0.0004;0.00042;0.0003;0.0005;0.0009;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::ResolvePhaseResult.get_AttackPhaseResult()";0.0004;0.00038;0.0003;0.0004;0.0006;113;7.0625;15;16
"Game.Feature.Stages.dll!::ButtonActivatedConditionRuntime.get_IsSatisfied()";0.0004;0.000353;0.0003;0.0004;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Objectives::StageObjectiveTracker.IsPrimaryGoalSatisfied()";0.0004;0.000367;0.0003;0.0004;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Objectives::StageZoneRuntimeDefinition.get_ZoneId()";0.0004;0.00044;0.0004;0.0005;0.0008;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::ResolvePhaseResult.get_PostAttackSnapshot()";0.0004;0.00038;0.0002;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::ResolvePhaseResult.get_ResolutionRecords()";0.0004;0.000493;0.0003;0.0005;0.0016;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::MovementPhaseResult.get_BarricadeBlockFacts()";0.0004;0.000367;0.0003;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Objectives::StageObjectiveTickResult.get_RequiredNonPrimaryConditionsSatisfiedThisTick()";0.0004;0.000387;0.0003;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Objectives::StageObjectiveRuntimeDefinition.get_PlayerEntityId()";0.0004;0.000467;0.0003;0.0006;0.0008;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Objectives::StageObjectiveTickResult.get_RequiredNonPrimaryConditionsSatisfied()";0.0004;0.000393;0.0002;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::PresentationVisibilityGate.Immediate()";0.0004;0.00042;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationBuildContext.get_GravityFieldEvents()";0.0004;0.000367;0.0002;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationBuildContext.get_GravityFieldLockedTargetFacts()";0.0004;0.00044;0.0004;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.PlayerControl::PlayerActionTransition.get_StartedThisTick()";0.0004;0.000393;0.0003;0.0004;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.PlayerControl::PlayerActionTransition.get_CompletedThisTick()";0.0004;0.000427;0.0003;0.0006;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.PlayerControl::PlayerActionTransition.get_CanceledThisTick()";0.0004;0.00044;0.0004;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.PlayerControl::PlayerActionTransition.get_CurrentKind()";0.0004;0.000393;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.PlayerControl::PlayerActionTransition.get_FlipResultTurnTransition()";0.0004;0.000387;0.0003;0.0005;0.0005;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationBuildContext.get_PlayerActionAttemptResolutions()";0.0004;0.00044;0.0004;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPlayerLocomotionPresentationSignal..ctor()";0.0004;0.00036;0.0002;0.0005;0.0005;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationBuildContext.get_FinalizationBatch()";0.0004;0.000433;0.0004;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::AttackPhaseResult.get_PendingCellImpactResolutions()";0.0004;0.000393;0.0003;0.0004;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.ShouldEmitDeterminismHash()";0.0004;0.000373;0.0002;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickResultData.get_FinalEntities()";0.0004;0.000433;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickResultData.get_PresentationData()";0.0004;0.000393;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickRunner.set_NextTickIndex()";0.0004;0.000387;0.0002;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::GameplayTimingProfile.get_FlipMotionDurationSeconds()";0.0004;0.000373;0.0003;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayPresentationStateStore.set_HasAnyCommittedFrame()";0.0004;0.00042;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayTickPresentationExtensionContext.get_EnemyPresentationCatalog()";0.0004;0.000353;0.0003;0.0004;0.0005;113;7.0625;15;16
"System.Core.dll!System.Linq::OrderedEnumerable`1..ctor()";0.0004;0.0004;0.0004;0.0004;0.0004;4;0.25;1;16
"mscorlib.dll!System.Collections.Generic::Comparer`1..ctor()";0.0004;0.0004;0.0004;0.0004;0.0004;5;0.3125;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationData.get_EnemyUtilityCooldownSignals()";0.0004;0.000367;0.0003;0.0004;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayTickPresentationExtensionContext.get_TimingProfile()";0.0004;0.00052;0.0003;0.0004;0.0025;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayTickPresentationExtensionContext.get_TileFeatureVfxStyleBindings()";0.0004;0.00036;0.0003;0.0004;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationData.get_FlipFloorImpactSignals()";0.0004;0.00038;0.0003;0.0004;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationData.get_FrontFaceShieldWindupWarnings()";0.0004;0.00042;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationData.get_FrontFaceShieldSources()";0.0004;0.00044;0.0004;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationData.get_EnemyGravityFieldAuraVisualStates()";0.0004;0.00036;0.0002;0.0004;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationData.get_TileFeatureVisibleVisualStates()";0.0004;0.000367;0.0002;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationData.get_ForwardCellProjectileWindupSignals()";0.0004;0.000373;0.0003;0.0004;0.0008;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationData.get_ForwardCellProjectileReleaseSignals()";0.0004;0.00042;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationData.get_ForwardCellProjectileClearSignals()";0.0004;0.00038;0.0003;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.Vfx.Host.dll!Game.Feature.Gameplay.Vfx.Host::GameplayVfxHostAnchorResolver..ctor()";0.0004;0.0004;0.0004;0.0004;0.0004;1;0.0625;1;16
"Game.Feature.Gameplay.Vfx.Host.dll!Game.Feature.Gameplay.Vfx.Host::GameplayVfxRuntimeRoot.get_PersistentRoot()";0.0004;0.0004;0.0004;0.0004;0.0004;2;0.125;1;16
"Game.Feature.Gameplay.Vfx.dll!Game.Feature.Gameplay.Vfx::VfxResolvedAnchor.get_HasLocalPose()";0.0004;0.0004;0.0004;0.0004;0.0004;4;0.25;1;16
"Game.Feature.Gameplay.Vfx.dll!Game.Feature.Gameplay.Vfx::GameplayVfxRefreshOptions.get_PreserveTopologyHelperExempt()";0.0004;0.0004;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayUtilityWindupVfxPresenter.RefreshSummonWarnings()";0.0004;0.000413;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::GameplayTimingProfile.get_MoveMotionDurationSeconds()";0.0004;0.000333;0.0002;0.0004;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayTopologyTransitionController.KillBoardRotationTween()";0.0004;0.00044;0.0004;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::BoardSurfaceCellPresentationPoseResolver.RefreshTopology()";0.0004;0.00046;0.0003;0.0005;0.0014;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationData.get_PlayerFlipResultTurnSignals()";0.0004;0.00038;0.0003;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPlayerActionPresentationSignal.get_FlipOutcome()";0.0004;0.0004;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPlayerActionPresentationSignal.get_HasFlipImpactContactTiming()";0.0004;0.00038;0.0003;0.0004;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPlayerActionPresentationSignal.get_ExecutedThisTick()";0.0004;0.000347;0.0003;0.0004;0.0005;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPlayerActionPresentationSignal.get_CompletedThisTick()";0.0004;0.000393;0.0003;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPlayerActionPresentationSignal.get_CanceledThisTick()";0.0004;0.000367;0.0003;0.0004;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPlayerDeathPresentationSignal.get_ResolvedDamageSourceAvailable()";0.0004;0.000313;0.0001;0.0004;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPlayerDeathPresentationSignal.get_DamageAmountAtFatalHit()";0.0004;0.000347;0.0002;0.0004;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPlayerDeathPresentationSignal.get_DeathDirectionHintKind()";0.0004;0.000407;0.0002;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPlayerDeathPresentationSignal.get_FallbackFacing()";0.0004;0.000747;0.0003;0.0005;0.0039;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::GameplayTimingProfile.get_SimulationTicksPerSecond()";0.0004;0.00038;0.0003;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.EnemyAudio.dll!Game.Feature.Gameplay.EnemyAudio::EnemyAudioRequest.get_OwnerEntityId()";0.0004;0.000367;0.0003;0.0004;0.0004;24;1.5;3;16
"Game.Shared.Audio.dll!Game.Shared.Audio::AudioBinding.get_Definition()";0.0004;0.00109;0.0004;0.0006;0.0034;263;16.4375;10;16
"Game.Shared.Audio.dll!Game.Shared.Audio::AudioCategory[].System.Collections.Generic.IReadOnlyList`1.get_Item()";0.0004;0.00129;0.0003;0.0005;0.0057;41;2.5625;10;16
"Game.Feature.Gameplay.AudioPolicy.dll!Game.Feature.Gameplay.AudioPolicy::AudioVoicePolicySupport.NormalizeForGameplaySfxArbiterV1()";0.0004;0.000667;0.0004;0.0005;0.0023;9;0.5625;9;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplaySfxRequest.get_IsAttached()";0.0004;0.001033;0.0004;0.0005;0.0058;9;0.5625;9;16
"Game.Shared.Audio.dll!Game.Shared.Audio::AudioDefinitionCategoryRules.ToLeafChannel()";0.0004;0.000456;0.0004;0.0005;0.0007;9;0.5625;9;16
"UnityEngine.AudioModule.dll!UnityEngine::AudioSource.set_dopplerLevel_Injected()";0.0004;0.000511;0.0003;0.0004;0.0017;9;0.5625;9;16
"UnityEngine.AudioModule.dll!UnityEngine::AudioSource.get_generatorObject_Injected()";0.0004;0.000522;0.0003;0.0005;0.0017;27;1.6875;9;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayPresentationStateStore.get_HasAnyCommittedFrame()";0.0004;0.000433;0.0003;0.0005;0.0009;128;8;15;16
"Game.Feature.Gameplay.Host.dll!::<>c__DisplayClass10_0..ctor()";0.0004;0.00042;0.0003;0.0005;0.0008;128;8;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayAnimationSyncCoordinator.TryResolveActionAnimationState()";0.0004;0.000373;0.0002;0.0005;0.0007;128;8;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerViewPresentationState.get_ShouldPlayWalkLoop()";0.0004;0.0004;0.0003;0.0005;0.0006;128;8;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerAnimationPlaybackResolution.get_PhaseOverride()";0.0004;0.00034;0.0003;0.0004;0.0006;128;8;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerAnimationPlaybackResolution.get_Restart()";0.0004;0.000447;0.0003;0.0005;0.0007;128;8;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerAnimationPlaybackResolution.get_ResolvedMotionDurationSeconds()";0.0004;0.000547;0.0003;0.0004;0.0027;128;8;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerAnimationPlaybackRequest..ctor()";0.0004;0.000407;0.0003;0.0005;0.0007;128;8;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerAnimationPlaybackRequest.get_IsVisible()";0.0004;0.000387;0.0003;0.0004;0.0006;128;8;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerAnimatorDriver.set_IsVisible()";0.0004;0.00036;0.0002;0.0004;0.0006;128;8;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerAnimationPlaybackRequest.get_Restart()";0.0004;0.000367;0.0002;0.0004;0.0008;128;8;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerAnimationPlaybackRequest.get_State()";0.0004;0.00038;0.0002;0.0004;0.0007;128;8;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerAnimatorDriver.get_CurrentState()";0.0004;0.00046;0.0004;0.0006;0.0008;128;8;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerAnimatorDriver.get_CurrentPresentationPhase()";0.0004;0.000433;0.0003;0.0006;0.0008;128;8;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerAnimatorDriver.TryResolveActionKind()";0.0004;0.00054;0.0003;0.0005;0.0024;128;8;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerAnimatorDriver.set_CurrentAnimatorSpeed()";0.0004;0.000373;0.0003;0.0005;0.0006;128;8;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerAnimatorDriver.set_CurrentPresentationDurationSeconds()";0.0004;0.000393;0.0003;0.0005;0.0006;128;8;15;16
"UnityEngine.AnimationModule.dll!UnityEngine::AnimatorControllerParameter.get_name()";0.0004;0.00044;0.0003;0.0006;0.0008;131;8.1875;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerAnimatorDriver.set_CurrentState()";0.0004;0.000427;0.0003;0.0005;0.0007;128;8;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StageObjectiveProgressSnapshot..ctor()";0.0004;0.000887;0.0003;0.0006;0.0031;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StageSessionState.get_ChallengeRuntimeStates()";0.0004;0.000387;0.0003;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StageSessionState.get_StageId()";0.0004;0.000447;0.0003;0.0006;0.0008;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StageSessionState.get_StartTickIndex()";0.0004;0.000407;0.0004;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host.UIAccess::GameplayHostStageCompletionRuntime.get_CurrentStageCompletion()";0.0004;0.000393;0.0002;0.0006;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPlayerLocomotionPresentationSignal.get_MoveMotionGeneratedThisTick()";0.0004;0.000387;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.UIAccess.dll!Game.Feature.Gameplay.UIAccess.Queries::GameplayQueryFacade.get_Session()";0.0004;0.000373;0.0002;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.UIAccess.dll!Game.Feature.Gameplay.UIAccess.Models::GameplaySessionReadModel..ctor()";0.0004;0.00036;0.0003;0.0004;0.0008;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StageContentEntry.get_PresentationDefinition()";0.0004;0.000307;0.0001;0.0004;0.0006;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StagePresentationDefinition.get_SummaryText()";0.0004;0.00038;0.0003;0.0004;0.0007;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StagePresentationDefinition.get_EnemyPresentationArchetypeCatalog()";0.0004;0.000407;0.0003;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StagePresentationDefinition.get_StaticEntityPresentationCatalog()";0.0004;0.0004;0.0003;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StagePresentationDefinition.get_StaticEntityPresentationBindings()";0.0004;0.000453;0.0003;0.0006;0.0007;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StagePresentationDefinition.get_BoardTilePresentationCatalog()";0.0004;0.000387;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::BoardPresentationProfile.get_DefaultBoardTileStyleCatalog()";0.0004;0.000347;0.0002;0.0004;0.0006;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StagePresentationDefinition.get_TileFeaturePresentationCatalog()";0.0004;0.0004;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StagePresentationDefinition.get_TileFeaturePresentationBindings()";0.0004;0.000407;0.0002;0.0006;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.UIAccess.dll!Game.Feature.Gameplay.UIAccess.Queries::GameplayQueryFacade.get_Objectives()";0.0004;0.000393;0.0003;0.0004;0.0008;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Objectives::StageObjectiveDisplayMetadata.get_ObjectiveSummary()";0.0004;0.000453;0.0003;0.0006;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Objectives::StageObjectiveDisplayMetadata.get_ConditionEntries()";0.0004;0.0004;0.0003;0.0005;0.0008;113;7.0625;15;16
"mscorlib.dll!System::UIntPtr.ToPointer()";0.0004;0.000369;0.0002;0.0005;0.0006;129;8.0625;16;16
"Game.Feature.Stages.dll!Game.Feature.Stages::SaveSlotData.get_SlotNumber()";0.0004;0.000353;0.0002;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::SaveSlotData.get_CurrentLevelGroupId()";0.0004;0.000387;0.0003;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StageCompletionProfileSnapshot.get_ProcessedStageRunIds()";0.0004;0.00034;0.0003;0.0004;0.0005;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StageCompletionProfileSnapshot.get_ProcessedCompletionAttemptIds()";0.0004;0.000333;0.0002;0.0005;0.0005;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StageCompletionProfileSnapshot.get_AppliedRewardGrantIds()";0.0004;0.000433;0.0003;0.0005;0.0008;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::CampaignChanceHudDiagnosticRecord.set_HasActiveSlot()";0.0004;0.000347;0.0002;0.0004;0.0007;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::SaveSlotStore.get_PlayerPrefsKey()";0.0004;0.000327;0.0003;0.0004;0.0005;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::CampaignChanceHudDiagnosticRecord.set_SourceIsNull()";0.0004;0.000367;0.0001;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::CampaignChanceHudDiagnosticRecord.set_PlayerFound()";0.0004;0.000393;0.0003;0.0005;0.0006;113;7.0625;15;16
"Game.Feature.Gameplay.UIAccess.dll!Game.Feature.Gameplay.UIAccess.Models::GameplayPresentationFrame.get_FinalTopology()";0.0004;0.00038;0.0002;0.0005;0.0007;113;7.0625;15;16
"Game.Feature.Gameplay.UIAccess.dll!Game.Feature.Gameplay.UIAccess.Models::GameplayPresentationState.get_IsTopologyTransitionActive()";0.0004;0.000347;0.0002;0.0005;0.0006;113;7.0625;15;16
