Marker;MedianMs;MeanMs;LowerQuartileMs;UpperQuartileMs;MaxMs;Count;CountPerFrame;PresentFrames;SelectedFrames
"Unity.RenderPipelines.GPUDriven.Runtime.dll!UnityEngine.Rendering::GPUResidentDrawer.IsProjectSupported()";0.0649;0.071294;0.0607;0.0731;0.1388;32;2;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Host::EnemyVisualPresentationFacts.get_IsGameplayAutonomySuppressed()";0.0649;0.062133;0.0596;0.0675;0.0847;19968;1248;15;16
"Unity.Cinemachine.dll!Unity.Cinemachine::CinemachineBrain.UpdateVirtualCameras()";0.0648;0.072433;0.0609;0.0674;0.1731;15;0.9375;15;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering.RenderGraphModule::RenderGraphResource`2.ReleasePooledGraphicsResource()";0.0648;0.067606;0.0617;0.0677;0.0927;144;9;16;16
"GPUResidentDrawer.ClassifyMaterials";0.0647;0.076827;0.0618;0.0687;0.2102;15;0.9375;15;16
"Canvas.RenderOverlays";0.0644;0.066188;0.0535;0.0749;0.0886;16;1;16;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GravityFieldVisualPresentationController.RefreshContinuousStates()";0.0644;0.063653;0.0609;0.069;0.0774;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayPresentationTrackState.get_OriginalViewMotionTracks()";0.0644;0.062047;0.0606;0.0678;0.0804;19300;1206.25;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::UnitKinematicPose.get_LocalOffset()";0.0644;0.065907;0.0607;0.0748;0.0841;1392;87;15;16
"File.Read";0.0642;0.102925;0.0432;0.0712;0.2331;98;6.125;4;16
"Unity.InputSystem.dll!UnityEngine.InputSystem.UI::InputSystemUIInputModule.ProcessPointer()";0.0642;0.279533;0.0465;0.0807;3.1614;15;0.9375;15;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderer.DepthNormalPrepassRender()";0.0642;0.081956;0.0615;0.0711;0.1812;16;1;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.ResolvePlanJumpLandings()";0.0641;0.096593;0.0617;0.0734;0.4966;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Host::EnemyVisualSemanticState.get_ActivityState()";0.0641;0.063333;0.0626;0.0662;0.0753;20480;1280;15;16
"Unity.RenderPipelines.GPUDriven.Runtime.dll!UnityEngine.Rendering::GPUResidentDrawer.ClassifyMaterials()";0.0641;0.076233;0.0614;0.0682;0.2086;15;0.9375;15;16
"TMP GenerateText - Phase II";0.064;0.09084;0.0598;0.0671;0.4341;15;0.9375;15;16
"UnityEngine.CoreModule.dll!::HashCode64`1..cctor()";0.064;0.064;0.064;0.064;0.064;2;0.125;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::MovementActionPlanPayload..ctor()";0.064;0.073247;0.0613;0.0704;0.1848;452;28.25;15;16
"mscorlib.dll!System.IO::Path.IsPathRooted()";0.064;0.064;0.064;0.064;0.064;24;1.5;1;16
"mscorlib.dll!System::Nullable`1.get_HasValue()";0.064;0.059725;0.0578;0.0654;0.0823;18872;1179.5;16;16
"UnityEngine.AnimationModule.dll!UnityEngine::Animator.set_speed()";0.0638;0.064353;0.0619;0.071;0.0838;1333;83.3125;15;16
"mscorlib.dll!System.Text::StringBuilder.set_Length()";0.0638;0.10204;0.058;0.0734;0.5106;8066;504.125;15;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::DrawSkyboxPass.Render()";0.0636;0.077088;0.0597;0.0709;0.2092;16;1;16;16
"Game.Feature.UI.HUD.dll!Game.Feature.UI.HUD::ObjectiveHudRowView.BeginHeightTween()";0.0635;0.0635;0.0635;0.0635;0.0635;1;0.0625;1;16
"mscorlib.dll!System::Enum.GetCachedValuesAndNames()";0.0635;0.074547;0.0582;0.0674;0.1905;8790;549.375;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Host::EnemyVisualPresentationFacts.get_IsEnemy()";0.0635;0.06468;0.0602;0.0686;0.1005;19200;1200;15;16
"System.Core.dll!System.Collections.Generic::HashSet`1.Remove()";0.0635;0.06972;0.0616;0.0677;0.1831;18199;1137.4375;15;16
"mscorlib.dll!System::IntPtr.op_Subtraction()";0.0634;0.06162;0.0597;0.0647;0.0809;2629;164.3125;15;16
"UnityEngine.AnimationModule.dll!UnityEngine::Animator.SetIntegerID()";0.0633;0.061127;0.0596;0.0674;0.0762;467;29.1875;15;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering.RenderGraphModule::RenderGraphBuilders.CheckUseFragment()";0.0632;0.065981;0.0587;0.0675;0.1009;208;13;16;16
"UnityEngine.CoreModule.dll!UnityEngine::RectTransform.SendReapplyDrivenProperties()";0.0632;0.1027;0.0288;0.0735;0.2453;19;1.1875;4;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.BuildAttackActionPlanPayloads()";0.0632;0.066233;0.0583;0.065;0.118;226;14.125;15;16
"Game.Feature.Gameplay.dll!::EntityLogicOwnership..cctor()";0.0631;0.0631;0.0631;0.0631;0.0631;1;0.0625;1;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::Blitter.BlitCameraTexture()";0.0631;0.070175;0.0609;0.0691;0.1534;112;7;16;16
"UnityEngine.CoreModule.dll!UnityEngine::RenderTextureDescriptor..ctor()";0.0628;0.084844;0.0607;0.066;0.268;128;8;16;16
"System.dll!System.Text.RegularExpressions::RegexInterpreter.Goto()";0.0627;0.059887;0.057;0.0661;0.0764;3955;247.1875;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.MaterializeAttackOperations()";0.0626;0.062667;0.0584;0.0687;0.0736;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyCapabilityRuntimeSet.TryGetPassiveContact()";0.0626;0.06072;0.0596;0.0655;0.0778;3277;204.8125;15;16
"Game.Feature.UI.HUD.dll!Game.Feature.UI.HUD::SurfaceBeltViewModel.SetState()";0.0625;0.059913;0.0589;0.0642;0.0766;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayTickViewPresenter.get_HasBlockingPresentation()";0.0625;0.060933;0.0554;0.0648;0.0826;467;29.1875;15;16
"UnityEngine.UI.dll!UnityEngine.UI::LayoutRebuilder.ReapplyDrivenProperties()";0.0624;0.101225;0.0273;0.0723;0.2429;19;1.1875;4;16
"System.dll!::Node.set_Item()";0.0623;0.060133;0.0591;0.0659;0.0726;18453;1153.3125;15;16
"Profiler.RequestScreenshot";0.062;0.062;0.062;0.062;0.062;1;0.0625;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.TryBuildBoxInteractionLockBlockedEvent()";0.062;0.062;0.062;0.062;0.062;4;0.25;1;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal.Internal::DepthNormalOnlyPass.Render()";0.0619;0.072637;0.0594;0.0688;0.1648;16;1;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Objectives::StageObjectiveTracker.MaskLockedPrimaryGoalStatus()";0.0617;0.064913;0.0571;0.0728;0.1034;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayPresentationStateStore.get_CommittedFacesByEntityId()";0.0617;0.059367;0.0596;0.063;0.0782;18075;1129.6875;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyCapabilityRuntimeSet.TryGetFrontFaceSupport()";0.0617;0.059867;0.059;0.065;0.0733;3390;211.875;15;16
"UnityEngine.CoreModule.dll!Unity.Jobs::IJobExtensions.Schedule()";0.0616;0.273312;0.0566;0.0708;3.2703;280;17.5;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TileEffectResolutionResult.get_Empty()";0.0616;0.06286;0.0543;0.0623;0.1152;113;7.0625;15;16
"UnityEngine.CoreModule.dll!Unity.Collections::NativeArray`1.GetSubArray()";0.0615;0.065137;0.0548;0.0647;0.1276;597;37.3125;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::RuntimeTraversalLegalityPolicy.TryGetUnitTileFeatureBlocker()";0.0613;0.159792;0.0435;0.1309;0.9605;129;8.0625;12;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::Blitter.DrawTriangle()";0.0613;0.0686;0.057;0.069;0.1424;224;14;16;16
"Unity.RenderPipelines.GPUDriven.Runtime.dll!UnityEngine.Rendering::InstanceCuller.CreateFrustumCullingJob()";0.0613;0.068325;0.0538;0.0665;0.1574;16;1;16;16
"Inl_CompileRenderGraph";0.0613;0.067269;0.0569;0.0645;0.1208;16;1;16;16
"UnityEngine.CoreModule.dll!UnityEngine::GameObject.SetActive_Injected()";0.0612;0.136267;0.0575;0.0666;1.2148;5890;368.125;15;16
"AssetDatabase.GetGUIDFromAssetPathV2";0.0611;0.067969;0.04;0.093;0.143;722;45.125;16;16
"UnityEngine.CoreModule.dll!UnityEngine.Events::UnityEventBase.DirtyPersistentCalls()";0.0611;0.0611;0.0611;0.0611;0.0611;16;1;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Objectives::StageObjectiveTickFacts..cctor()";0.0611;0.0611;0.0611;0.0611;0.0611;1;0.0625;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.TryResolvePlayerFree2DTopologyTransition()";0.0611;0.084371;0.059;0.0669;0.3754;112;7;14;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayAnimationSyncCoordinator.PreservePlayerFlipOutcomeState()";0.0608;0.08382;0.0572;0.066;0.3792;113;7.0625;15;16
"UnityEngine.CoreModule.dll!UnityEngine::Renderer.get_enabled()";0.0607;0.0607;0.0607;0.0607;0.0607;4;0.25;1;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayTrackPlanner.RefreshMotionClips()";0.0606;0.06376;0.0543;0.0682;0.0899;113;7.0625;15;16
"System.dll!::Node.set_Color()";0.0603;0.05774;0.0566;0.0615;0.0748;18492;1155.75;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::UnitContinuousLocomotionPose.get_State()";0.0603;0.057767;0.0552;0.0643;0.0803;2582;161.375;15;16
"UnityEngine.UI.dll!UnityEngine.UI::Graphic.UpdateMaterial()";0.06;0.0787;0.06;0.06;0.0974;7;0.4375;2;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderer.CreateRenderGraphTexture()";0.0599;0.067194;0.0574;0.0618;0.1389;176;11;16;16
"Unity.Collections.dll!Unity.Collections::AllocatorManager.TryLegacy()";0.0596;0.063573;0.055;0.0712;0.0861;480;30;15;16
"mscorlib.dll!System::Array.Resize()";0.0595;2.6964;0.0001;0.0595;8.0296;3066;191.625;3;16
"mscorlib.dll!System.Collections.ObjectModel::ReadOnlyDictionary`2.get_Count()";0.0594;0.063933;0.056;0.0702;0.099;2950;184.375;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayTrackPlanner.RefreshFlipInteractionTracks()";0.0593;0.059293;0.0553;0.0609;0.0749;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::FinalizationOperation.SetUnitContinuousLocomotionState()";0.0592;0.068614;0.0566;0.0676;0.1144;112;7;14;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Host::EnemyAnimatorDriver.ResolvePresentationPhase()";0.0592;0.058133;0.0551;0.0611;0.0738;1205;75.3125;15;16
"Unity.Collections.dll!Unity.Collections::NativeList`1.ElementAt()";0.0588;0.068631;0.0551;0.0672;0.1736;1776;111;16;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayTrackPlanner.RefreshJumpDetachedVisibilityState()";0.0588;0.062813;0.0552;0.0642;0.0834;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyCoreLogicAdapter.BindTileFeatureDefinitions()";0.0588;0.059353;0.0546;0.0612;0.0705;3390;211.875;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::KinematicOffset2.get_X()";0.0587;0.055533;0.0535;0.0619;0.0685;17189;1074.3125;15;16
"Unity.Burst.dll!Unity.Burst::BurstCompiler.SendRawCommandToCompiler()";0.0584;0.0584;0.0584;0.0584;0.0584;4;0.25;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::CombatOriginAnchor.Equals()";0.0584;0.071047;0.0555;0.0652;0.2137;226;14.125;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::KinematicOffset2.Equals()";0.0583;0.059547;0.0487;0.0674;0.0795;658;41.125;15;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering.RenderGraphModule::RenderGraph.ClearCompiledGraph()";0.0583;0.062544;0.0555;0.0661;0.0849;16;1;16;16
"UnityEngine.UI.dll!UnityEngine.UI::VertexHelper.FillMesh()";0.0582;0.077347;0.055;0.0807;0.1542;23;1.4375;15;16
"Unity.Collections.dll!Unity.Collections::AllocatorManager.AllocateBlock()";0.0581;0.06222;0.0527;0.0647;0.098;240;15;15;16
"Unity.TextMeshPro.dll!TMPro::ShaderUtilities.GetPadding()";0.0581;0.0581;0.0581;0.0581;0.0581;1;0.0625;1;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayPresentationStateStore.get_CommittedProjectedSlotsByEntityId()";0.0581;0.059153;0.0566;0.0606;0.0841;18075;1129.6875;15;16
"mscorlib.dll!System::Object.__isinst_with_cache()";0.058;0.0567;0.0553;0.0633;0.0927;4116;257.25;16;16
"Game.Feature.UI.HUD.dll!Game.Feature.UI.HUD::ObjectiveHudView.RebuildPendingQueues()";0.0579;0.0579;0.0579;0.0579;0.0579;1;0.0625;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::ModifierQuery.ShouldParticipateInGameplayQueries()";0.0578;0.0589;0.0549;0.0639;0.0802;963;60.1875;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyCombatCapabilityRuntime.Validate()";0.0576;0.0563;0.0562;0.0604;0.0657;1017;63.5625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::KinematicFixed..ctor()";0.0575;0.055427;0.0554;0.0596;0.0636;17860;1116.25;15;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering.RenderGraphModule::RenderGraphResource`2.CreatePooledGraphicsResource()";0.0573;0.070781;0.0556;0.0626;0.2037;144;9;16;16
"UnityEngine.CoreModule.dll!UnityEngine.Events::InvokableCallList.ClearPersistent()";0.0573;0.0573;0.0573;0.0573;0.0573;16;1;1;16
"UnityEngine.AnimationModule.dll!UnityEngine::AnimatorControllerParameter.get_nameHash()";0.0572;0.05474;0.0511;0.0584;0.0703;791;49.4375;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.PlayerControl::PlayerControlQueries.ShouldSuppressOrdinaryMoveForPushTarget()";0.0571;0.060514;0.0531;0.0621;0.0899;112;7;14;16
"UnityEngine.CoreModule.dll!UnityEngine::Quaternion.get_identity()";0.0569;0.055607;0.0531;0.0591;0.0709;15087;942.9375;15;16
"InputActionResolveConflict";0.0567;0.0567;0.0567;0.0567;0.0567;2;0.125;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::StateQuery.BuildActorRef()";0.0566;0.156208;0.0431;0.0984;0.9613;185;11.5625;13;16
"UnityEngine.CoreModule.dll!UnityEngine::Component.GetComponentsForListInternal()";0.0565;0.065987;0.0545;0.067;0.1199;1129;70.5625;15;16
"Material.SetPassFast";0.0564;0.058587;0.0481;0.0644;0.0768;239;14.9375;16;16
"UnityEngine.CoreModule.dll!Unity.Jobs::IJobParallelForExtensions.Schedule()";0.0562;0.31675;0.052;0.0594;4.2364;185;11.5625;16;16
"UnityEngine.CoreModule.dll!Unity.Jobs.LowLevel.Unsafe::JobsUtility.ScheduleParallelFor()";0.0562;0.44335;0.0528;0.0661;6.2229;417;26.0625;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::SnapshotEntityLogicProvider.GetSupportedPhaseMask()";0.0562;0.05484;0.0532;0.0578;0.0716;11752;734.5;15;16
"GetComponentNullErrorWrapper";0.0561;0.0561;0.0561;0.0561;0.0561;22;1.375;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Debug::TickTrace..cctor()";0.0561;0.0561;0.0561;0.0561;0.0561;1;0.0625;1;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayTickPresentationCoordinator.get_IsTopologyTransitionActive()";0.056;0.055253;0.0539;0.0602;0.0795;128;8;15;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderPipeline.InitializeAdditionalCameraData()";0.056;0.0595;0.0518;0.0581;0.1035;16;1;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::RecordingFinalizationContext.SetEnemyGlideState()";0.0559;0.070113;0.0538;0.0616;0.2007;113;7.0625;15;16
"Game.Feature.Gameplay.dll!::<>c..cctor()";0.0558;0.0558;0.0558;0.0558;0.0558;2;0.125;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyLogic.TryInitializePatrolStateFromProposal()";0.0558;0.158973;0.0537;0.0631;1.5607;452;28.25;15;16
"mscorlib.dll!System::Enum.CompareTo()";0.0558;0.061553;0.0523;0.0634;0.1134;4417;276.0625;15;16
"Unity.Collections.dll!Unity.Collections::FixedString512Bytes.op_Implicit()";0.0558;0.0558;0.0558;0.0558;0.0558;1;0.0625;1;16
"Game.Feature.Stages.dll!::ButtonActivatedConditionRuntime.Game.Feature.Gameplay.Objectives.IStageConditionRuntime.Advance()";0.0556;0.0578;0.0512;0.0632;0.0702;452;28.25;15;16
"Inl_UniversalRenderPipeline.InitializeAdditionalCameraData";0.0556;0.058825;0.0512;0.0575;0.1025;16;1;16;16
"Unity.Collections.dll!Unity.Jobs::IJobParallelForBatchExtensions.ScheduleBatch()";0.0554;0.251887;0.0523;0.0655;3.193;152;9.5;16;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering.RenderGraphModule::RenderGraphResourceRegistry.GetLatestVersionHandle()";0.0552;0.063056;0.052;0.0612;0.1375;736;46;16;16
"UnityEngine.UI.dll!UnityEngine.UI::LayoutElement.set_minHeight()";0.0552;0.05772;0.0501;0.0586;0.0906;18;1.125;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Cleanup::RemovalProcessor.ShouldRemove()";0.0551;0.051493;0.049;0.0578;0.0636;15594;974.625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.RecordDamageResolutionRecords()";0.055;0.056253;0.0504;0.0582;0.0707;226;14.125;15;16
"UnityEngine.CoreModule.dll!Unity.Collections.LowLevel.Unsafe::AtomicSafetyHandle.CheckReadAndThrow()";0.0549;0.057319;0.0528;0.0613;0.0751;4945;309.0625;16;16
"Unity.RenderPipelines.Core.Runtime.dll!UnityEngine.Rendering::DynamicArray`1.get_Item()";0.0549;0.056625;0.0526;0.0593;0.0747;6224;389;16;16
"UnityEngine.CoreModule.dll!UnityEngine::Object.get_name()";0.0548;3.351182;0.0325;0.1057;36.198;9398;587.375;11;16
"UnityEngine.CoreModule.dll!Unity.Collections.LowLevel.Unsafe::NativeArrayUnsafeUtility.CheckConvertArguments()";0.0548;0.058744;0.049;0.0583;0.1357;2047;127.9375;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.BuildAttackPlanContestsCanonical()";0.0545;0.063513;0.0482;0.0574;0.2143;226;14.125;15;16
"mscorlib.dll!System.Buffers.Text::FormattingHelpers.CountDigits()";0.0545;0.054707;0.0516;0.0577;0.0701;16157;1009.8125;15;16
"Unity.Cinemachine.dll!Unity.Cinemachine::CameraUpdateManager.UpdateAllActiveVirtualCameras()";0.0544;0.061593;0.0524;0.0574;0.1464;15;0.9375;15;16
"Unity.TextMeshPro.dll!TMPro::FastAction`2.Add()";0.0544;0.0544;0.0544;0.0544;0.0544;3;0.1875;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationDataBuilder.BuildFlipImpactPresentation()";0.0544;0.05844;0.0507;0.061;0.0929;113;7.0625;15;16
"UnityEngine.CoreModule.dll!UnityEngine::RectTransform.GetWorldCorners()";0.0543;0.057027;0.0509;0.0585;0.0777;240;15;15;16
"Game.Feature.Gameplay.Vfx.dll!Game.Feature.Gameplay.Vfx::GameplayVfxCueId.get_IsNone()";0.0543;0.063467;0.0493;0.0583;0.2068;3982;248.875;15;16
"UnityEngine.CoreModule.dll!UnityEngine::Object.GetName()";0.0539;3.271655;0.029;0.1036;35.3379;9398;587.375;11;16
"Game.Feature.UI.HUD.dll!Game.Feature.UI.HUD::ObjectiveHudRowView.Initialize()";0.0538;0.08225;0.0538;0.0538;0.1107;4;0.25;2;16
"UnityEngine.CoreModule.dll!UnityEngine::Renderer.set_enabled()";0.0536;0.0536;0.0536;0.0536;0.0536;4;0.25;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyBrainRuntime.get_Patrol()";0.0536;0.052587;0.0505;0.0587;0.0749;14916;932.25;15;16
"UnityEngine.AnimationModule.dll!UnityEngine::Animator.StringToHash_Injected()";0.0535;0.051333;0.0495;0.0561;0.0626;2507;156.6875;15;16
"Unity.RenderPipelines.GPUDriven.Runtime.dll!UnityEngine.Rendering::RenderersBatchersContext.ScheduleQueryRendererGroupInstancesJob()";0.0535;0.059593;0.0495;0.0565;0.1305;45;2.8125;15;16
"Game.Feature.Gameplay.dll!::PlayerAtActiveExitConditionRuntime.Game.Feature.Gameplay.Objectives.IStageConditionRuntime.Advance()";0.0534;0.063713;0.052;0.0654;0.1422;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.ResolveKinematicAnchorCommitBoundaryReason()";0.0534;0.05094;0.0481;0.0559;0.0587;452;28.25;15;16
"Game.Feature.Gameplay.Vfx.Host.dll!::<>c__DisplayClass35_0.<IsOverConcurrentLimit>b__0()";0.0534;0.0534;0.0534;0.0534;0.0534;1;0.0625;1;16
"UnityEngine.CoreModule.dll!Unity.Collections::NativeArray`1.Copy()";0.0532;0.067962;0.0486;0.0593;0.2867;424;26.5;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::WorldPlacementPolicy.TryGetPlacementBlockerCore()";0.0531;0.185823;0.0295;0.1157;1.3544;234;14.625;13;16
"Unity.Collections.dll!Unity.Collections.LowLevel.Unsafe::UnsafeList`1..ctor()";0.053;0.0595;0.05;0.0611;0.1117;120;7.5;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Cleanup::StateTransitionProcessor.TryGetNextState()";0.053;0.050967;0.0497;0.0567;0.0663;15594;974.625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::KinematicProgressResolver.ResolvePose()";0.0529;0.07382;0.047;0.0564;0.2659;452;28.25;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.AppendPendingCellImpactAttackGroups()";0.0527;0.05346;0.0454;0.0562;0.0847;226;14.125;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayTrackPlanner.RefreshOriginalViewMotionTracks()";0.0527;0.05412;0.0485;0.0546;0.0699;113;7.0625;15;16
"Unity.Collections.dll!Unity.Jobs::IJobParallelForBatchExtensions.ScheduleParallel()";0.0526;0.24435;0.0496;0.0629;3.1158;152;9.5;16;16
"Unity.InputSystem.dll!UnityEngine.InputSystem.Utilities::DelegateHelpers.InvokeCallbacksSafe()";0.0525;0.216373;0.0075;0.2705;1.3785;309;19.3125;15;16
"System.dll!System.Text.RegularExpressions::RegexInterpreter.Operand()";0.0525;0.050633;0.0491;0.0561;0.0655;16611;1038.1875;15;16
"Unity.Collections.dll!Unity.Collections::FixedString512Bytes..ctor()";0.0524;0.0524;0.0524;0.0524;0.0524;1;0.0625;1;16
"UnityEngine.AnimationModule.dll!UnityEngine::Animator.SetIntegerID_Injected()";0.0524;0.05002;0.0496;0.0545;0.0626;467;29.1875;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::FinalizationBatch.SetEnemyGlideState()";0.0524;0.0634;0.0501;0.0577;0.1507;113;7.0625;15;16
"UnityEngine.CoreModule.dll!Unity.Jobs.LowLevel.Unsafe::JobsUtility.ScheduleParallelFor_Injected()";0.0524;0.439312;0.0496;0.0628;6.2161;417;26.0625;16;16
"mscorlib.dll!System::RuntimeTypeHandle.GetAttributes()";0.0524;0.054593;0.0503;0.0561;0.074;8938;558.625;15;16
"PostLateUpdate.UpdateAllRenderers";0.0523;0.054247;0.0418;0.0581;0.09;15;0.9375;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationDataBuilder.BuildPlayerDamagePresentation()";0.0518;0.054553;0.0483;0.0563;0.0779;113;7.0625;15;16
"Game.Feature.Stages.dll!::ButtonActivatedConditionRuntime.Advance()";0.0517;0.050233;0.0469;0.0565;0.0648;452;28.25;15;16
"PostLateUpdate.UpdateAudio";0.0516;0.053373;0.0451;0.0527;0.0855;15;0.9375;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationDataBuilder.BuildPlayerFlipResultTurnPresentation()";0.0515;0.05286;0.0494;0.0531;0.0662;113;7.0625;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StageObjectiveProgressSnapshot.FromObjectiveResult()";0.0515;0.05578;0.0468;0.0542;0.1072;113;7.0625;15;16
"Unity.Cinemachine.dll!Unity.Cinemachine::CameraUpdateManager.UpdateVirtualCamera()";0.0515;0.055893;0.0496;0.0547;0.0977;45;2.8125;15;16
"UnityEngine.IMGUIModule.dll!UnityEngine::GUILayoutEntry.set_style()";0.0514;0.089637;0.0145;0.1521;0.2627;346;21.625;16;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayTopologyTransitionController.UpdateInactiveVisualState()";0.0514;0.051167;0.048;0.0539;0.0698;354;22.125;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::WorldSnapshot.TryResolvePlayerStep()";0.0513;0.070586;0.0497;0.057;0.3047;112;7;14;16
"System.dll!System.Text.RegularExpressions::RegexRunner.CheckTimeout()";0.0511;0.050067;0.0485;0.0537;0.0674;17402;1087.625;15;16
"Game.Feature.Gameplay.Vfx.Host.dll!Game.Feature.Gameplay.Vfx.Host::GameplayVfxGameObjectPool.HardCleanupAll()";0.051;0.051;0.051;0.051;0.051;1;0.0625;1;16
"Game.Feature.Gameplay.Vfx.dll!Game.Feature.Gameplay.Vfx::VfxPersistentKey..cctor()";0.0509;0.0509;0.0509;0.0509;0.0509;1;0.0625;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::TileFeatureMovementBlockerQuery.TryGetActiveBarricadeBlocker()";0.0506;0.121067;0.0325;0.1031;0.6647;129;8.0625;12;16
